Customer ID,Country,sum_price,sum_quantity,monetary,frequency,recency,R2,F2,M2,RFM Score2,new_label
12364.0,Belgium,162.3699999999997,1506,1313.1000000000001,0.0378106578791897,7.102777777777778,1,5,4,154,Cant loose them
12365.0,Cyprus,377.31,174,641.38,1.9821059876118374,290.9486111111111,4,5,3,453,Loyal customers
12366.0,Cyprus,5.07,296,500.24,0.0,633.0986111111112,5,1,2,512,New customers
12367.0,Denmark,35.2,173,168.9,0.0,3.834722222222222,1,1,1,111,Lost
12368.0,Cyprus,79.05,330,917.6999999999999,0.0,627.8708333333333,5,1,3,513,New customers
12369.0,Austria,292.85,1241,1791.15,0.013088370740220078,412.9840277777778,5,3,4,534,Potential loyalist
12370.0,Austria,692.0100000000004,2605,4320.309999999998,0.011322916549655705,50.91597222222222,2,3,5,235,At risk
12371.0,Switzerland,665.9300000000002,1436,4067.3799999999983,0.008310316449925149,44.106944444444444,2,2,5,225,Lost
12372.0,Denmark,156.07000000000005,794,1298.0400000000002,0.013275723250339575,71.02638888888889,3,3,4,334,Needing attention
12373.0,Austria,235.99999999999994,516,1127.65,0.00826348267537903,310.9861111111111,4,2,3,423,Potential loyalist
12374.0,Austria,288.7199999999999,1362,2989.2200000000007,0.007091360359295591,24.884027777777778,2,2,5,225,Lost
12375.0,Finland,117.52,178,457.5000000000001,0.022511783511681895,10.093055555555555,1,4,2,142,Cant loose them
12376.0,Switzerland,104.39999999999999,240,503.15,0.06861553856050318,389.02430555555554,4,5,2,452,Loyal customers
12377.0,Switzerland,416.5199999999998,2105,3426.319999999998,0.014545050516273538,314.87847222222223,4,3,5,435,Potential loyalist
12378.0,Switzerland,1017.4100000000018,3316,5416.32,0.004609866073786669,129.09444444444443,3,2,5,325,About to sleep
12379.0,Belgium,235.5500000000001,815,1620.22,0.008812729498164014,81.11180555555555,3,3,4,334,Needing attention
12380.0,Belgium,2740.819999999996,3355,9676.300000000001,0.017134660692612408,21.05763888888889,2,4,5,245,At risk
12381.0,Norway,407.4399999999999,808,1845.3100000000006,0.04306039818907103,4.004166666666666,1,5,4,154,Cant loose them
12383.0,Belgium,305.6099999999999,1532,1850.5599999999997,0.0296328002173072,184.2,3,4,4,344,Loyal customers
12384.0,Switzerland,212.73999999999995,126,585.2700000000001,0.021302405396609367,28.174305555555556,2,4,2,242,At risk
12385.0,Belgium,239.24999999999986,612,1938.3999999999999,0.0,378.9,4,1,4,414,Promising
12386.0,Australia,45.72,568,660.8,0.06641453740429851,337.00902777777776,4,5,3,453,Loyal customers
12387.0,Australia,24.86,134,143.94,0.0,414.84930555555553,5,1,1,511,New customers
12388.0,Australia,412.40999999999934,2001,3901.110000000001,0.014084920332169371,15.01388888888889,1,3,5,135,At risk
12389.0,Australia,130.06000000000003,614,1433.33,0.01180789215458499,402.04027777777776,4,3,4,434,Potential loyalist
12390.0,Belgium,127.90000000000002,353,549.8399999999999,0.0,79.13680555555555,3,1,2,312,About to sleep
12391.0,Cyprus,1054.250000000002,1220,2773.419999999994,0.009344631973999427,21.02986111111111,2,3,4,234,At risk
12392.0,Australia,35.25,73,234.75000000000003,0.0,590.9486111111111,5,1,1,511,New customers
12393.0,Australia,265.3499999999999,1311,2399.45,0.016803061891277966,71.88125,3,4,4,344,Loyal customers
12394.0,Belgium,91.01,819,1272.48,0.012923665115527696,63.19583333333333,3,3,4,334,Needing attention
12395.0,Belgium,909.7900000000008,3733,5067.269999999997,0.025675619454036482,18.895138888888887,1,4,5,145,Cant loose them
12396.0,RSA,149.46,591,931.4300000000006,0.0,673.9777777777778,5,1,3,513,New customers
12397.0,Belgium,436.99999999999955,1263,2409.9000000000005,0.019838673013205115,35.12361111111111,2,4,4,244,At risk
12398.0,Switzerland,169.38000000000005,1394,1635.6599999999999,0.0,45.09930555555555,2,1,4,214,Lost
12399.0,Belgium,224.5600000000002,2198,1962.3000000000013,0.013303242665399692,118.98263888888889,3,3,4,334,Needing attention
12400.0,Australia,32.05,91,205.25,0.0,413.96180555555554,5,1,1,511,New customers
12401.0,Belgium,48.4,11,84.3,0.0,302.9583333333333,4,1,1,411,Promising
12402.0,Belgium,231.34999999999982,584,1256.9000000000003,0.01723904004086291,322.9590277777778,4,4,4,444,Loyal customers
12403.0,Denmark,63.93,260,1019.36,0.004228627810275566,49.08263888888889,2,2,3,223,Lost
12404.0,Finland,63.24,1,63.24,0.0,681.8506944444445,5,1,1,511,New customers
12405.0,Finland,191.39000000000001,857,1710.3900000000006,0.0,148.1652777777778,3,1,4,314,About to sleep
12406.0,Denmark,419.95999999999975,3416,6390.359999999998,0.007394034246701953,21.727777777777778,2,2,5,225,Lost
12407.0,Belgium,251.58999999999995,1416,1708.1199999999997,0.023162296927778672,49.110416666666666,2,4,4,244,At risk
12408.0,Belgium,490.82999999999953,2229,4340.770000000002,0.017132149549388777,32.015972222222224,2,4,5,245,At risk
12409.0,Switzerland,854.3599999999999,13143,23419.289999999997,0.014350041356021963,78.09166666666667,3,3,5,335,Needing attention
12410.0,Switzerland,240.58999999999995,341,1013.7099999999999,0.0153937705116647,308.0909722222222,4,3,3,433,Potential loyalist
12411.0,Australia,74.70000000000003,138,346.9,0.0,409.1423611111111,4,1,2,412,Promising
12412.0,Denmark,326.1099999999998,1997,2596.930000000001,0.012879106333121663,74.10694444444445,3,3,4,334,Needing attention
12413.0,Spain,301.03999999999985,319,999.4499999999998,0.011875945848985802,66.15972222222223,3,3,3,333,Needing attention
12414.0,Austria,457.7999999999998,495,952.4100000000001,0.024281326142613448,216.91597222222222,4,4,3,443,Loyal customers
12415.0,Australia,2749.0999999999926,91743,144458.36999999968,0.055528623683398705,23.93611111111111,2,5,5,255,At risk
12416.0,Australia,16.879999999999995,132,202.56,0.0,656.1048611111111,5,1,1,511,New customers
12417.0,Belgium,2015.5600000000052,2900,6816.909999999999,0.027352973021230846,2.915277777777778,1,4,5,145,Cant loose them
12418.0,Switzerland,341.22999999999985,1088,2021.2000000000003,0.007709388187771785,112.07083333333334,3,2,4,324,About to sleep
12419.0,Spain,126.09000000000002,231,503.01,0.06902502157031924,385.1152777777778,4,5,2,452,Loyal customers
12420.0,Cyprus,136.51000000000002,345,600.3900000000001,0.0,63.16319444444444,3,1,2,312,About to sleep
12421.0,Spain,310.11999999999995,652,1098.6,0.012224973470109658,15.154861111111112,1,3,3,133,At risk
12422.0,Australia,1750.5700000000008,2596,5231.7999999999965,0.02711852390152254,95.12638888888888,3,4,5,345,Loyal customers
12423.0,Denmark,490.0900000000001,1793,2622.3899999999985,0.021457980357007148,0.1111111111111111,1,4,4,144,Cant loose them
12424.0,Australia,201.39999999999995,2025,3340.03,0.01033942390022456,162.03055555555557,3,3,5,335,Needing attention
12425.0,Portugal,218.79000000000002,1147,1741.4099999999996,0.005388808119137566,77.80486111111111,3,2,4,324,About to sleep
12426.0,Germany,273.9099999999998,584,1345.2100000000005,0.004262972090854592,194.01666666666668,4,2,4,424,Potential loyalist
12427.0,Germany,191.51,612,1129.3,0.00854883522120111,21.1625,2,2,3,223,Lost
12428.0,Finland,1360.4600000000007,3536,7956.460000000004,0.034755651145515154,25.18611111111111,2,5,5,255,At risk
12429.0,Denmark,576.9,3344,7485.909999999996,0.014865398462360346,8.811111111111112,1,3,5,135,At risk
12430.0,Norway,68.48,117,256.4,0.0,42.90347222222222,2,1,1,211,Lost
12431.0,Belgium,1547.2700000000057,4729,10857.969999999988,0.04096378687451996,35.03819444444444,2,5,5,255,At risk
12432.0,Norway,1139.4900000000005,1801,5059.3200000000015,0.03818899308354903,42.046527777777776,2,5,5,255,At risk
12433.0,Norway,1497.2100000000034,17116,20581.260000000013,0.02096317033012626,0.11666666666666667,1,4,5,145,Cant loose them
12434.0,Australia,251.7499999999999,532,1103.4299999999998,0.010068521885051043,84.00833333333334,3,3,3,333,Needing attention
12435.0,Denmark,417.6599999999997,4958,13925.930000000008,0.009107506524938124,79.15555555555555,3,3,5,335,Needing attention
12436.0,Norway,84.28,211,509.01000000000005,0.0,99.02847222222222,3,1,2,312,About to sleep
12437.0,France,1898.3800000000028,8001,12683.400000000005,0.05293164598003188,1.0520833333333333,1,5,5,155,Cant loose them
12438.0,Norway,381.69999999999993,1180,2906.8500000000004,0.01574811760781719,13.973611111111111,1,4,4,144,Cant loose them
12439.0,Cyprus,265.7099999999998,484,1158.18,0.045303676204558684,682.0270833333333,5,5,3,553,Loyal customers
12440.0,Austria,174.33999999999997,331,859.2000000000002,0.007811059157924428,461.98541666666665,5,2,3,523,Potential loyalist
12441.0,France,81.42000000000002,242,347.09999999999997,0.0,366.08680555555554,4,1,2,412,Promising
12442.0,Spain,40.08,182,172.06,0.0,2.936111111111111,1,1,1,111,Lost
12443.0,Norway,123.28,182,485.31000000000006,0.0,731.8805555555556,5,1,2,512,New customers
12444.0,Norway,1119.1300000000015,1155,5005.46,0.03311821823985869,20.977083333333333,2,5,5,255,At risk
12445.0,Spain,87.29000000000002,206,434.97999999999996,0.005009261916564481,21.75486111111111,2,2,2,222,Lost
12446.0,RSA,248.1,352,1002.3099999999998,0.0,57.0,2,1,3,213,Lost
12447.0,Belgium,92.92999999999999,190,476.49,0.0,242.97569444444446,4,1,2,412,Promising
12448.0,Spain,130.94,243,449.4500000000001,0.0,43.96111111111111,2,1,2,212,Lost
12449.0,Denmark,732.6200000000003,2282,4835.889999999999,0.01438252523184331,21.961111111111112,2,3,5,235,At risk
12450.0,Spain,82.43,442,688.2,0.015670910871694418,155.92291666666668,3,3,3,333,Needing attention
12451.0,Switzerland,1224.2000000000028,9359,12669.87999999999,0.015389918000593153,10.17361111111111,1,3,5,135,At risk
12452.0,Switzerland,98.67,185,430.57000000000005,1.819330385344283,16.09861111111111,1,5,2,152,Cant loose them
12453.0,Austria,102.91000000000004,473,707.0899999999999,0.0,133.94583333333333,3,1,3,313,About to sleep
12454.0,Spain,398.78999999999996,7703,16679.78,0.013661720617813367,55.81736111111111,2,3,5,235,At risk
12455.0,Cyprus,888.7100000000005,3302,5879.950000000002,0.015405386322156583,72.88819444444445,3,3,5,335,Needing attention
12456.0,Switzerland,453.0699999999996,1633,3181.039999999998,0.014202630774339265,43.922916666666666,2,3,5,235,At risk
12457.0,Switzerland,472.0199999999997,1095,2995.91,0.02163323405581825,65.98402777777778,3,4,5,345,Loyal customers
12458.0,Switzerland,333.0499999999997,986,1777.4900000000002,0.00958766387248407,70.89236111111111,3,3,4,334,Needing attention
12459.0,Spain,95.42000000000002,258,454.3599999999999,0.0,604.9145833333333,5,1,2,512,New customers
12460.0,Belgium,78.86000000000001,170,326.65,0.0,455.9576388888889,5,1,2,512,New customers
12461.0,Switzerland,149.06000000000003,287,826.8800000000001,0.03264047872702133,93.82847222222222,3,5,3,353,Loyal customers
12462.0,Spain,290.7499999999999,536,1189.5900000000001,0.006998665879316755,18.152083333333334,1,2,3,123,Lost
12463.0,Belgium,252.60999999999996,776,1344.7799999999997,0.02115958959212687,52.9625,2,4,4,244,At risk
12464.0,Belgium,343.1499999999999,112,1212.0499999999997,0.026666481482767478,9.970138888888888,1,4,3,143,Cant loose them
12465.0,Belgium,129.71999999999997,479,742.1900000000002,0.013061402195948243,16.844444444444445,1,3,3,133,At risk
12466.0,France,56.73,1,56.73,0.0,681.85,5,1,1,511,New customers
12467.0,USA,14.56,129,132.79999999999998,0.0,422.88125,5,1,1,511,New customers
12468.0,Germany,416.30999999999955,2201,3670.7400000000007,0.01007941740967372,187.05138888888888,3,3,5,335,Needing attention
12469.0,Thailand,227.96999999999994,2552,3070.539999999998,0.13253566497929128,522.0069444444445,5,5,5,555,Loyal customers
12470.0,Unspecified,90.35000000000002,95,211.95000000000002,0.0,689.0756944444445,5,1,1,511,New customers
12471.0,Germany,4327.889999999977,16891,39963.790000000045,0.1080401389630198,1.8798611111111112,1,5,5,155,Cant loose them
12472.0,Germany,2181.990000000002,11350,17880.590000000026,0.02737226277372263,31.950694444444444,2,4,5,245,At risk
12473.0,Germany,1398.4199999999996,2439,3938.55,0.030647296440231387,28.961111111111112,2,5,5,255,At risk
12474.0,Germany,2094.650000000006,7954,12424.449999999995,0.047677128435604905,16.924305555555556,1,5,5,155,Cant loose them
12475.0,Germany,188.72,771,1149.64,0.005601358329394878,53.111111111111114,2,2,3,223,Lost
12476.0,Germany,2296.1100000000006,5645,14115.409999999982,0.04721338396797701,15.006944444444445,1,5,5,155,Cant loose them
12477.0,Germany,2359.18,6119,20276.369999999995,0.01495447884333568,22.124305555555555,2,3,5,235,At risk
12478.0,Greece,163.36000000000004,236,680.9900000000002,0.0,3.120833333333333,1,1,3,113,Lost
12479.0,Germany,82.73,385,527.2,0.0,10.975,1,1,2,112,Lost
12480.0,Germany,784.84,2952,5464.850000000001,0.014581413615973591,27.915277777777778,2,3,5,235,At risk
12481.0,Germany,1547.2500000000048,7253,12361.389999999989,0.02560579639361325,22.18125,2,4,5,245,At risk
12482.0,Sweden,2025.7600000000014,27042,23691.399999999983,0.3705182464265751,575.8326388888889,5,5,5,555,Loyal customers
12483.0,Sweden,858.8100000000002,2172,5120.579999999999,0.028737865709298004,16.825,1,4,5,145,Cant loose them
12484.0,Spain,1457.5400000000047,3271,6370.150000000001,0.018467536464834733,32.050694444444446,2,4,5,245,At risk
12485.0,Sweden,81.96,414,708.0999999999999,0.0,528.8944444444444,5,1,3,513,New customers
12486.0,Sweden,201.07999999999996,523,1037.2800000000002,0.0,431.025,5,1,3,513,New customers
12487.0,Sweden,4.0,174,285.29999999999995,0.0,730.0513888888889,5,1,1,511,New customers
12488.0,France,205.4099999999999,529,1298.6599999999999,0.044824437619324316,9.166666666666666,1,5,4,154,Cant loose them
12489.0,France,88.62000000000002,105,334.92999999999995,0.0,335.9840277777778,4,1,2,412,Promising
12490.0,France,1321.2400000000027,5906,9823.64000000001,0.028605076833576912,4.863194444444445,1,4,5,145,Cant loose them
12491.0,France,87.80000000000003,260,460.4000000000001,0.0,38.022222222222226,2,1,2,212,Lost
12492.0,Germany,136.95,444,715.2100000000002,0.008797349391211204,62.89930555555556,3,3,3,333,Needing attention
12493.0,France,94.80000000000001,207,433.74,0.06096012192024383,165.10625,3,5,2,352,Loyal customers
12494.0,France,447.67999999999995,988,1872.8700000000008,0.01601934187203809,15.136111111111111,1,4,4,144,Cant loose them
12495.0,Sweden,97.0,130,357.4,0.0,640.08125,5,1,2,512,New customers
12496.0,Spain,28.019999999999996,33,54.09,1.9875776397515525,619.9472222222222,5,5,1,551,Loyal customers
12497.0,Germany,106.93000000000005,5685,6248.499999999999,0.005318035773638792,81.01458333333333,3,2,5,325,About to sleep
12498.0,Germany,96.55000000000004,159,403.7,0.08077332984312773,20.997916666666665,2,5,2,252,At risk
12499.0,Germany,62.900000000000006,302,393.71999999999997,0.0,559.9013888888888,5,1,2,512,New customers
12500.0,Germany,689.6599999999996,3377,5955.210000000002,0.029183533063470983,22.854166666666668,2,4,5,245,At risk
12501.0,Germany,359.4900000000002,1783,2169.3899999999994,0.0,336.0152777777778,4,1,4,414,Promising
12502.0,Spain,944.5100000000009,820,3723.87,0.023250481963115695,95.04027777777777,3,4,5,345,Loyal customers
12503.0,Spain,231.6,561,1126.0,0.0,583.9520833333333,5,1,3,513,New customers
12504.0,Germany,125.70000000000002,458,779.0500000000002,0.006905663363297838,17.866666666666667,1,2,3,123,Lost
12505.0,Italy,186.34999999999997,324,955.2,0.0,408.14722222222224,4,1,3,413,Promising
12506.0,France,73.50000000000003,23,73.50000000000003,0.0,232.1638888888889,4,1,1,411,Promising
12507.0,Spain,201.21999999999997,1267,1844.0600000000002,0.008862820161684921,133.8201388888889,3,3,4,334,Needing attention
12508.0,France,118.71000000000004,272,398.27000000000004,0.5043782837127846,25.884027777777778,2,5,2,252,At risk
12509.0,France,38.95,55,176.5,0.0,283.9201388888889,4,1,1,411,Promising
12510.0,Spain,1930.3400000000001,2049,5178.019999999998,0.015155271368230997,142.10763888888889,3,3,5,335,Needing attention
12511.0,Greece,651.8299999999999,1753,3084.0200000000004,0.0,428.0909722222222,5,1,5,515,New customers
12512.0,Israel,87.70000000000002,99,138.03000000000006,1.9972260748959778,65.91319444444444,3,5,1,351,Loyal customers
12513.0,France,76.32,462,612.2900000000001,0.0,112.0826388888889,3,1,2,312,About to sleep
12514.0,Italy,227.43999999999997,840,1597.7600000000002,0.005330766667900641,266.84166666666664,4,2,4,424,Potential loyalist
12515.0,Italy,108.50000000000001,131,383.7,0.0,352.8798611111111,4,1,2,412,Promising
12516.0,Germany,165.20000000000002,1952,2648.62,0.007651241533489458,77.15069444444444,3,2,4,324,About to sleep
12517.0,Germany,668.1799999999994,1371,2502.8399999999983,0.030683866678599285,27.948611111111113,2,5,4,254,At risk
12518.0,Germany,351.80999999999966,1318,2056.8899999999994,0.04509724092574614,0.10902777777777778,1,5,4,154,Cant loose them
12519.0,Germany,125.87000000000002,395,726.5400000000002,0.004830391211371546,63.141666666666666,3,2,3,323,About to sleep
12520.0,Germany,499.83999999999946,1439,2634.26,0.025620222895939196,78.89375,3,4,4,344,Loyal customers
12521.0,Germany,113.84,309,599.6800000000001,0.0,142.08263888888888,3,1,2,312,About to sleep
12522.0,Germany,60.01,194,192.72000000000003,0.15344450956364217,38.888888888888886,2,5,1,251,At risk
12523.0,France,1102.6900000000014,2275,4372.149999999999,0.032214483094691326,18.99652777777778,2,5,5,255,At risk
12524.0,Germany,754.7799999999999,7178,11126.109999999991,0.025717257246110372,8.888194444444444,1,4,5,145,Cant loose them
12525.0,France,180.35999999999996,509,973.7299999999998,0.019988247650686866,497.8625,5,4,3,543,Loyal customers
12526.0,Germany,238.12000000000003,632,1316.6600000000005,0.03160898514670374,0.02847222222222222,1,5,4,154,Cant loose them
12527.0,Germany,82.93,526,735.5100000000001,0.011139682333392126,81.03819444444444,3,3,3,333,Needing attention
12528.0,Germany,504.8899999999998,756,1933.4800000000007,0.01972174984877709,8.92361111111111,1,4,4,144,Cant loose them
12529.0,France,63.86,192,316.47999999999996,0.0,527.9861111111111,5,1,2,512,New customers
12530.0,Germany,518.0399999999993,2713,3759.2600000000007,0.015413213262499153,59.01111111111111,3,3,5,335,Needing attention
12531.0,Germany,325.6099999999998,1119,1933.1999999999998,0.002972335605587578,14.068055555555556,1,2,4,124,Lost
12532.0,France,59.17000000000001,153,349.83,0.0,29.960416666666667,2,1,2,212,Lost
12533.0,Germany,237.8199999999999,704,1367.8899999999996,0.017863123813776933,627.0791666666667,5,4,4,544,Loyal customers
12534.0,Germany,191.22999999999993,651,1089.18,0.0,130.1,3,1,3,313,About to sleep
12535.0,France,151.35,219,716.3500000000001,0.0208694139897537,91.16805555555555,3,4,3,343,Loyal customers
12536.0,France,9070.93,2803,12601.830000000005,0.17670157068062828,42.9375,2,5,5,255,At risk
12537.0,Sweden,125.68000000000005,449,732.9399999999998,0.0,408.1763888888889,4,1,3,413,Promising
12538.0,Spain,130.18,336,640.4499999999999,0.0057114073462977,28.815277777777776,2,2,3,223,Lost
12539.0,Spain,1903.670000000007,4535,11214.750000000007,0.010071640538353166,21.97222222222222,2,3,5,235,At risk
12540.0,Spain,2997.7899999999936,11019,22254.49000000004,0.046233101616504596,19.054861111111112,2,5,5,255,At risk
12541.0,Spain,188.01999999999992,680,981.1800000000002,0.011902531492114574,29.09027777777778,2,3,3,233,At risk
12542.0,Spain,96.13999999999999,522,481.8799999999999,0.012729506820010077,483.7347222222222,5,3,2,532,Potential loyalist
12543.0,Spain,112.37000000000002,688,980.2500000000002,0.0,447.87430555555557,5,1,3,513,New customers
12544.0,Spain,78.02000000000001,136,372.7,0.0,35.857638888888886,2,1,2,212,Lost
12545.0,Spain,201.18999999999988,523,1000.3899999999999,0.010806956978554945,74.96597222222222,3,3,3,333,Needing attention
12546.0,Spain,220.74999999999991,633,1161.5,0.06230394808004327,46.02847222222222,2,5,3,253,At risk
12547.0,Spain,103.66999999999999,309,383.5799999999999,0.009870157168544358,197.00833333333333,4,3,2,432,Potential loyalist
12548.0,Spain,33.6,49,95.19999999999999,0.0,165.88541666666666,3,1,1,311,About to sleep
12549.0,USA,80.78999999999999,1366,1575.6799999999998,0.048787098522835075,575.03125,5,5,4,554,Loyal customers
12550.0,Spain,176.15,569,964.8299999999994,0.0,78.92708333333333,3,1,3,313,About to sleep
12551.0,Spain,16.8,100,168.0,0.0,357.06041666666664,4,1,1,411,Promising
12552.0,Italy,182.31,88,437.81999999999994,1.0468920392584515,38.11666666666667,2,5,2,252,At risk
12553.0,France,829.5900000000004,2325,4608.750000000004,0.028837344360947426,7.841666666666667,1,4,5,145,Cant loose them
12554.0,Spain,99.43,240,468.49999999999994,0.0,448.01458333333335,5,1,2,512,New customers
12555.0,Spain,129.23,1,129.23,0.0,681.85,5,1,1,511,New customers
12556.0,Spain,322.13999999999976,358,603.7099999999997,0.019611715276028084,49.98888888888889,2,4,2,242,At risk
12557.0,Spain,126.06000000000002,6782,18716.14,0.011311195334131925,15.827083333333333,1,3,5,135,At risk
12558.0,USA,13.75,196,269.96000000000004,0.0,7.089583333333334,1,1,1,111,Lost
12559.0,Germany,74.53,283,561.7099999999999,0.20031995548445433,310.12569444444443,4,5,2,452,Loyal customers
12560.0,Germany,299.9099999999999,1110,2134.01,0.02159578882117987,4.955555555555556,1,4,4,144,Cant loose them
12561.0,Germany,47.43000000000001,177,238.85,0.0,302.0493055555556,4,1,1,411,Promising
12562.0,France,675.9899999999991,2327,4966.920000000003,0.021019613440226285,7.8125,1,4,5,145,Cant loose them
12563.0,Italy,50.98,113,249.24,0.0,408.12361111111113,4,1,1,411,Promising
12564.0,France,117.10000000000001,133,456.9000000000001,0.0,260.91319444444446,4,1,2,412,Promising
12565.0,Saudi Arabia,21.16,80,145.92,0.0,288.09444444444443,4,1,1,411,Promising
12566.0,Germany,74.17000000000002,265,351.65000000000003,0.0,85.93055555555556,3,1,2,312,About to sleep
12567.0,France,2328.210000000003,6086,13709.859999999991,0.02325501274719217,22.075,2,4,5,245,At risk
12568.0,Germany,31.17,48,70.0,0.0,644.1493055555555,5,1,1,511,New customers
12569.0,Germany,1021.7000000000004,1801,4124.689999999999,0.1274346855753781,1.851388888888889,1,5,5,155,Cant loose them
12570.0,Spain,77.52,1,77.52,0.0,681.8069444444444,5,1,1,511,New customers
12571.0,France,44.899999999999984,523,519.6099999999999,0.024123835689874692,39.10486111111111,2,4,2,242,At risk
12572.0,Germany,253.6699999999999,452,1020.4200000000003,0.04541154210028382,8.145833333333334,1,5,3,153,Cant loose them
12573.0,France,263.38999999999976,479,717.4100000000001,0.020926156824106933,226.8736111111111,4,4,3,443,Loyal customers
12574.0,France,57.20000000000001,61,218.45000000000002,0.0,315.1458333333333,4,1,1,411,Promising
12575.0,France,135.67000000000002,315,622.8199999999999,0.02850525565651167,456.9868055555556,5,4,3,543,Loyal customers
12576.0,Poland,366.3799999999997,1494,2142.7200000000003,0.01626509851538619,35.110416666666666,2,4,4,244,At risk
12577.0,France,547.6599999999994,1197,1653.7500000000011,0.011400150220729472,34.97638888888889,2,3,4,234,At risk
12578.0,Italy,535.4299999999996,2380,4642.45,0.009454231507211313,20.97222222222222,2,3,5,235,At risk
12579.0,France,96.82000000000002,285,440.41999999999996,0.0,77.81597222222223,3,1,2,312,About to sleep
12580.0,Germany,151.19000000000003,569,1052.9,0.006043323072274367,246.1013888888889,4,2,3,423,Potential loyalist
12581.0,Germany,43.39,161,197.70999999999998,0.0,39.1625,2,1,1,211,Lost
12582.0,Finland,397.11999999999983,985,1980.4,0.011766388168243007,238.17013888888889,4,3,4,434,Potential loyalist
12583.0,France,1444.1700000000028,8984,14447.440000000004,0.03689329600986858,2.196527777777778,1,5,5,155,Cant loose them
12584.0,Italy,718.5000000000006,416,2338.1499999999996,0.03240162008100405,3.1354166666666665,1,5,4,154,Cant loose them
12585.0,Germany,301.3599999999998,1279,2040.099999999999,0.016945063867593153,233.96597222222223,4,4,4,444,Loyal customers
12586.0,Italy,481.41999999999973,687,2062.670000000001,0.005656658505758302,16.851388888888888,1,2,4,124,Lost
12587.0,Finland,46.24,51,144.0,0.0,7.002083333333333,1,1,1,111,Lost
12588.0,Finland,330.32,438,958.78,0.007154221922473572,38.90902777777778,2,2,3,223,Lost
12589.0,France,1710.2300000000007,1764,4695.66,0.01208620232008922,28.104861111111113,2,3,5,235,At risk
12590.0,Germany,717.22,4283,9864.260000000004,1.991701244813278,210.9152777777778,4,5,5,455,Loyal customers
12591.0,Italy,299.3999999999998,677,1352.1500000000005,0.03255144560065706,316.9270833333333,4,5,4,454,Loyal customers
12592.0,Germany,877.4399999999991,1875,2582.6600000000003,0.011681143713760063,91.90694444444445,3,3,4,334,Needing attention
12593.0,France,55.69999999999999,206,418.09999999999997,0.026994263718959723,108.00486111111111,3,4,2,342,Loyal customers
12594.0,Italy,610.0700000000003,2768,5090.110000000005,0.024592711676642273,37.020833333333336,2,4,5,245,At risk
12595.0,Germany,60.620000000000005,271,299.02000000000004,0.0,504.15277777777777,5,1,2,512,New customers
12596.0,Spain,118.95000000000002,474,618.27,0.010417420241626275,50.99166666666667,2,3,3,233,At risk
12597.0,Spain,812.070000000001,2236,3811.2200000000016,0.016001200090006752,18.97013888888889,2,4,5,245,At risk
12598.0,France,578.24,2906,4534.089999999998,0.017184889448217503,9.022222222222222,1,4,5,145,Cant loose them
12599.0,France,369.11,2189,2296.7199999999993,0.023674266375965564,28.969444444444445,2,4,4,244,At risk
12600.0,Germany,769.8800000000006,1414,5043.920000000003,0.029792751218704804,28.097916666666666,2,5,5,255,At risk
12601.0,Germany,231.25999999999993,290,681.26,0.02778135048231511,189.10625,4,4,3,443,Loyal customers
12602.0,France,23.650000000000006,162,153.12000000000003,0.0,58.06111111111111,2,1,1,211,Lost
